	SYMBOL	FDR	FC	avg.CDK4_inhib	avg.Untreated	NAME
Bef6IDFGGs_AKSSKHU	NUF2	3.66683287427097e-05	-2.61	79.25	207.17	NUF2, NDC80 kinetochore complex component
uv_rrl3zHO_z1yEKA4	C18orf54	3.66683287427097e-05	-2.44	63.82	155.98	chromosome 18 open reading frame 54
3mICpKigaKiu6uJ4zA	WRAP53	3.76203756236145e-05	-2.21	53.16	117.28	WD repeat containing, antisense to TP53
lKR6E10bovRKdNLg94	ZWILCH	3.80156603807371e-05	-3	188.39	565.37	zwilch kinetochore protein
xSR6B9_JKJMVKn0w0U	RAD51C	3.87768222743435e-05	-2.48	219.2	544.22	RAD51 paralog C
loOghU3N391AVCACA0	NOP56	3.88699725122844e-05	-2.22	182.78	405.1	NOP56 ribonucleoprotein
33_7VUeyKGuJZJ5NBc	CDCA4	4.0109841790153e-05	-2.64	84.93	223.93	cell division cycle associated 4
cVTF5XUIAwJ7QoA3qc	NA	4.22400915713207e-05	2.22	361.78	162.82	NA
9STIfB1fCVITe_oXhU	NA	4.27367368383668e-05	-2.96	1099.25	3250.22	NA
cl6TfxQULAegje8esg	MZT1	4.74415423249713e-05	-2.21	89.38	197.33	mitotic spindle organizing protein 1
cSfUuulsh_naB8ukUg	NUP62	4.74415423249713e-05	-2.29	493.64	1130.67	nucleoporin 62kDa
ig3kDHkgFH0XTVJTjo	NA	4.86656052855337e-05	-2.61	88.42	230.59	NA
fSl_fvXk8qgL6oTnnE	RAD51C	4.90406666661114e-05	-2.59	172.57	446.68	RAD51 paralog C
Qk7n.uwbo7ASD5Lnlg	DIAPH3	4.90872437460817e-05	-2.42	102.51	247.73	diaphanous-related formin 3
BLXpdZI59P_Ffp5LoI	WARS	4.90872437460817e-05	2.47	517.17	208.97	tryptophanyl-tRNA synthetase
QrrrTorr9rqDhB.jTo	NA	5.21835354604044e-05	-2.38	677.6	1611.9	NA
EgX.UL43NS4bpeupv0	TMEM158	5.24136111366816e-05	-2.77	1607.85	4453.7	transmembrane protein 158 (gene/pseudogene)
Nfm1foeXvj46Au3keE	CKAP2	5.27485044627745e-05	-2.77	119.56	331.04	cytoskeleton associated protein 2
ZKnvriJIfiuOMvpd60	ARL6IP1	5.28154822991359e-05	-2.32	722.31	1675.19	ADP-ribosylation factor-like 6 interacting protein 1
0CU36wP1UEu4LyD19I	NA	5.47469473596894e-05	-2.32	540	1251.12	NA
NsUWU9Ivt0VfduX.d0	RBL1	5.73775997394978e-05	-2.28	57.72	131.37	retinoblastoma-like 1
9q1S_vuSkou33NLzF0	PLK4	5.74734516326218e-05	-2.72	98.88	268.92	polo-like kinase 4
ot96nUUt3lUUz1.tHE	RFWD3	5.88427784709067e-05	-2.42	92.39	223.66	ring finger and WD repeat domain 3
9XtThfqRKgveu0yM1Y	IDH1	5.92449212744895e-05	1.95	937.5	480.57	isocitrate dehydrogenase 1 (NADP+), soluble
0uB0lCRLrpKlwecQKI	NA	5.94805669710941e-05	-2.23	1562.69	3489.37	NA
3KehFd5YsOG7unqF98	SLC7A5	6.11656814602467e-05	2.46	505.27	205.05	solute carrier family 7 (amino acid transporter light chain, L system), member 5
ooJDr0pIoJp54jxygk	NOP56	6.13557280971394e-05	-2.28	1095.17	2500.77	NOP56 ribonucleoprotein
xeKJg1kuq0Ip4sIllA	FEN1	6.21420952229343e-05	-2.59	100.27	259.52	flap structure-specific endonuclease 1
EC1yOkA26V0ecK5In4	PSMC3IP	6.25051077012629e-05	-2.4	74.27	178.27	PSMC3 interacting protein
xn4dwXoiffC45V9Oic	SPDL1	6.26468952182339e-05	-2.69	204.63	550.82	spindle apparatus coiled-coil protein 1
EkeagF7l1IR51e4D3g	KNTC1	6.4979803320719e-05	-2.8	113.4	317.35	kinetochore associated 1
Kn3clQEmE5wLVffSLQ	DEPTOR	6.4979803320719e-05	2.45	415.55	169.74	DEP domain containing MTOR-interacting protein
Hua3qUtEKD7vtwlAqo	PXDN	6.54564904968801e-05	2.27	1037.59	456.43	peroxidasin
WKlwUl_os_HrV8XfOk	TSC22D3	6.6155535821401e-05	2.61	396.69	152.04	TSC22 domain family, member 3
fHsiiVejfNKdJcjiYM	LSM3	6.63093730486135e-05	-2.31	581.37	1344	LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated
6Csp6SMb20n51.eVug	HNRNPA1	6.63755030429573e-05	-2.04	57.71	117.94	heterogeneous nuclear ribonucleoprotein A1
9uRN57lK_CzLoFTSyw	MZT1	6.64246682787929e-05	-2.53	162.64	410.91	mitotic spindle organizing protein 1
ER5RHdTRXfXuNRUFc0	FOSL1	6.75450395811889e-05	-2.41	214.24	516.61	FOS-like antigen 1
rNOaOOieCVCSsuFuXo	NA	6.94518249591369e-05	-2.53	357.79	903.91	NA
f6yN5r.p6snhKJd3H0	HMGN2	6.96372881991312e-05	-2.06	120.53	248.68	high mobility group nucleosomal binding domain 2
orlJdfFNGn0eK7K6v8	CDC25A	7.11099343680833e-05	-2.57	56.08	144.39	cell division cycle 25A
6VQofeoEor24T2icXg	PCK2	7.11310237880147e-05	2.62	280.5	107.07	phosphoenolpyruvate carboxykinase 2 (mitochondrial)
0kuM6SCEUiSOSIlP_4	HNRNPA2B1	7.38254780024069e-05	-2.32	1348.02	3121.52	heterogeneous nuclear ribonucleoprotein A2/B1
0nXq9CyzxRX9EJBId0	DAB2	7.38254780024069e-05	2.03	822.89	406.16	Dab, mitogen-responsive phosphoprotein, homolog 2 (Drosophila)
rSh9dECTRtN_EnOD18	ITGB3BP	7.75438408261392e-05	-3.11	99.11	308.38	integrin beta 3 binding protein (beta3-endonexin)
c536E8_p_SL1fPeqPE	HNRNPR	7.75438408261392e-05	-2.42	598.97	1448.87	heterogeneous nuclear ribonucleoprotein R
Kz54_x6__fvh7HPSOk	SPIN4	7.78607921386952e-05	-2.38	110.86	263.39	spindlin family, member 4
c1ILCUnujVlR0gCmII	POLA2	8.35075232712087e-05	-2.37	160.64	380.02	polymerase (DNA directed), alpha 2, accessory subunit
6fhMoz.V3pxE9FxX70	MIS18BP1	8.50613871497707e-05	-2.38	103.62	247.04	MIS18 binding protein 1
cO6p_PRX01Pp6BOj6o	TMEM106C	8.58539393675887e-05	-2.46	304.09	748.09	transmembrane protein 106C
ixyjINOupEun3Sinig	KIAA0101	8.60242567545723e-05	-2.17	72.8	157.78	KIAA0101
xjYvpYo6OPukkglvkk	HAUS7	8.60242567545723e-05	-2.12	123.32	261.9	HAUS augmin-like complex, subunit 7
T7rnrVTf5Zf5bjhbpw	TCIRG1	8.70376855686527e-05	2.01	346.58	172.51	T-cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 subunit A3
ogf9RSSoFUIk1DIJ7k	LMNB1	8.76411731955589e-05	-2.77	89.57	247.95	lamin B1
N171iSSjyeguHw0Sd0	DONSON	8.76411731955589e-05	-2.18	66.55	145.14	downstream neighbor of SON
6lnt5uCKErd4FLNeT4	CDC25C	9.66338460688323e-05	-2	54.45	108.72	cell division cycle 25C
WxJftVdVdBVFM4PsSA	PLK1	9.73012487277108e-05	-2.4	72.86	174.62	polo-like kinase 1
ioeoA3kk0hzl.TVUlI	MASTL	0.000101708552374574	-2.13	93.54	199.55	microtubule associated serine/threonine kinase-like
04FXhdyO9APWfQl3tI	RFC4	0.000101733712596195	-2.57	292.49	751.73	replication factor C (activator 1) 4, 37kDa
KsXk0b6uv1PyFilr0g	HERPUD1	0.000101733712596195	2.2	615.41	279.29	homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1
ltXOeFUMfkiuPemlX4	CFB	0.000103390435976841	2.44	639.47	262.3	complement factor B
lzAtsqiOVpXqOe.ojo	NA	0.000103864779002585	2.45	362.68	147.94	NA
BPJSk5gGeK6ijSOJ_o	MIS18A	0.000105825259206894	-2.25	163	366.93	MIS18 kinetochore protein A
T6yV_d4._U9IDuFadQ	SMC3	0.00010685565201049	-2.29	142.82	327.31	structural maintenance of chromosomes 3
uuqJNIFJ0Ev7ce1rVI	UBE2C	0.000108425446259889	-2.05	43.26	88.85	ubiquitin-conjugating enzyme E2C
cSIRmFO_qd_h13o4Vs	FBLN2	0.0001102205326392	2.34	557.67	238.13	fibulin 2
6KSl0.TRkk7kpegiQI	WARS	0.0001102205326392	2.29	809.59	353.27	tryptophanyl-tRNA synthetase
91U5e5uZ9c.cqeoBHU	CTPS1	0.000115408343816137	-2.51	158.85	398.32	CTP synthase 1
3aVeAhBJ1f3n2hFHQE	RMI2	0.00011575078098956	-2.5	91.25	228.02	RecQ mediated genome instability 2
0ftRqd1_TSVd1J2A1c	NA	0.000117828416572806	2.1	201.68	95.92	NA
ousTrv7pfp4Tgnvu4o	DNMT1	0.000127604368183718	-2.48	432.23	1073.42	DNA (cytosine-5-)-methyltransferase 1
cTqn3heJFCvioSjyko	TRIB3	0.00013063578911165	2.61	622.77	238.67	tribbles pseudokinase 3
xbRJ.Xq__Jdwjrf9d4	TYMSOS	0.000133341222588352	-2.39	89.67	214.37	TYMS opposite strand
W3er4CCPKoAitF9SS4	PSRC1	0.000135858403153032	-2.19	57.03	124.91	proline/serine-rich coiled-coil 1
EoKilM3EESXdpHnnXw	SUPT16H	0.000137549665608765	-1.96	344.74	677.19	SPT16 homolog, facilitates chromatin remodeling subunit
i6RUSQkvl8UuACuR4o	ENOPH1	0.000138846600190618	-2.07	204.35	422.56	enolase-phosphatase 1
0onxwe6.kVwR3okHy0	DONSON	0.000141694944707062	-2.63	139.98	367.85	downstream neighbor of SON
314xQjiCOncNJ4hJFI	C4orf46	0.000143033808608648	-2.18	71.37	155.81	chromosome 4 open reading frame 46
ipQqLUrrpe3i7w45f4	PRDX5	0.000145298709649315	2.1	1872.35	892.98	peroxiredoxin 5
HeDqroXpPzelABKJSI	PRPS2	0.000156091133303394	-1.98	154.07	304.74	phosphoribosyl pyrophosphate synthetase 2
H6E7d6GE08B4FolJik	ALYREF	0.000156374328103267	-2.32	144.9	335.47	Aly/REF export factor
oRFFSFyn1d90o1FEq8	CAPN5	0.000156374328103267	2.3	289.65	125.9	calpain 5
3TygusgH8DZVIv5e.U	NA	0.000156374328103267	-2.38	83.32	198.66	NA
Tk14qaIFIIY4p15AKw	LYAR	0.000156682582933796	-2.3	170.11	391.03	Ly1 antibody reactive
B3h.H7ruFO9PMN0Cig	LOC728026	0.000156682582933796	-3	147.92	443.07	prothymosin alpha-like
Bfl.4nfnEtl.nHn8Ig	ADCY3	0.000157071340234338	-2.37	156.39	370.01	adenylate cyclase 3
cp6ipNenv0Vuh_B_U8	BCL2L12	0.00015739486425933	-2.15	137.54	295.7	BCL2-like 12 (proline rich)
KkrsSIikgsewouigig	PSMC3IP	0.000162016398254926	-2.15	70.33	151.45	PSMC3 interacting protein
onXnTXd5f1b3sXoXJE	MFSD3	0.00016557102264554	2.13	270.48	126.96	major facilitator superfamily domain containing 3
Z.1lZlUpX5I2I.m1yI	RPL39L	0.000173158701750351	-2.02	117.77	238.3	ribosomal protein L39-like
TuUn0AFY7rqzSikmnw	MELK	0.000175191139285295	-2.62	164.07	429.66	maternal embryonic leucine zipper kinase
TgtxFQooBLw4V4opKU	NOP56	0.000177231220913614	-2.02	232.57	468.75	NOP56 ribonucleoprotein
3mkS1R9VN1ULK67yAE	RBM14	0.000180807128558657	-1.92	311.95	599.97	RNA binding motif protein 14
xep3rld9XpShF3XXj0	MYO1C	0.000183113944144341	2	302.07	151.04	myosin IC
HuvglUkCgOiCsiiOUQ	ORC6	0.000184681727878494	-2.16	134.87	290.94	origin recognition complex, subunit 6
WuX49HyC7dIAXoS9n0	USP1	0.000185647727276717	-2.47	182.06	449	ubiquitin specific peptidase 1
ESGzW6XfijNCgeIlbk	NUP205	0.000190785864767131	-2.37	319.72	757.56	nucleoporin 205kDa
WHqIjugwR55I4Qkl64	HMGB1P1	0.000198626084781112	-2.45	176.41	432.97	high mobility group box 1 pseudogene 1
K63vX_n936K6tkkUjo	TIMELESS	0.000200843139126677	-2.94	109.43	321.5	timeless circadian clock
0XUbj1xJL0JZokUIro	RBMX	0.000200843139126677	-1.87	206.78	387.71	RNA binding motif protein, X-linked
9Iov4lFB9Ll.exVCUk	NME4	0.000200915544381093	2.07	1366.54	658.9	NME/NM23 nucleoside diphosphate kinase 4
r_04r.6P5Q43noTTlU	NAV2	0.000200946567601174	-2.14	181.05	386.98	neuron navigator 2
E0ijiiizvuiCuchKZs	CBX5	0.000212801768392579	-2.09	202.64	422.86	chromobox homolog 5
cmkkomFB42RE5.v6M4	HNRNPAB	0.000214694405765007	-2.13	605.67	1291.02	heterogeneous nuclear ribonucleoprotein A/B
xuutuiuv0uoOEHesug	NA	0.00021828718210324	-2.27	454.82	1031.43	NA
ldCXf7o4dcDMH31HJ0	SKA2	0.000219510216222637	-1.99	291.65	581.45	spindle and kinetochore associated complex subunit 2
WQjCT9.Xi9K4eKCJRA	HNRNPUL1	0.000220623677568651	-2.05	342.64	703.18	heterogeneous nuclear ribonucleoprotein U-like 1
EnQtQNeU4Xd7HcoFSo	GEM	0.000221712525376128	-1.9	78.21	148.4	GTP binding protein overexpressed in skeletal muscle
WRfUIJXYX8W7vrdS6U	WDR62	0.000225042770968088	-2.14	42.9	91.75	WD repeat domain 62
EgC4boo0drkXn.95A0	NA	0.0002286546039887	-2.43	354.32	859.25	NA
HXhS1CUgB417FAn4u0	OIP5	0.00023806766463868	-2.04	80.18	163.91	Opa interacting protein 5
BpropQx.kAUYBQunOk	HNRNPA1P10	0.000238506927866478	-2.3	168.3	387.06	heterogeneous nuclear ribonucleoprotein A1 pseudogene 10
0p9dXIr0ApEPIK2.oI	KIAA1524	0.000244546338907267	-2.27	76.49	173.82	KIAA1524
N7pDE5QXqXrowUEI6o	DHRS7	0.000246025817572115	1.85	997.94	540.33	dehydrogenase/reductase (SDR family) member 7
HS4Tqxddeg5PuFoNHo	BTG3	0.000253381263724654	-2.18	333.9	728.26	BTG family, member 3
xqVJVE6XkhLnewMvv8	INCENP	0.000258178837931417	-2.21	58.62	129.41	inner centromere protein antigens 135/155kDa
xJ5IPSIoIJiqRpniEg	NUPR1	0.000270438827760225	2.4	395.97	164.78	nuclear protein, transcriptional regulator, 1
fihegZuipMGqASOi18	KIF22	0.000272472381948563	-2.17	173.98	376.9	kinesin family member 22
ud5ejnv7rxfvidS3OI	NUP155	0.000274991975104648	-2.1	159.32	334.99	nucleoporin 155kDa
9eebDoPl_ITUgjUFYM	CENPK	0.000282579349622801	-2.25	110.77	249.47	centromere protein K
9TYNFpOVRTtIZJ7ISg	NA	0.000287629334476512	-2.04	764.62	1556.16	NA
utdMU5K1T940VR6ShA	MXRA7	0.000291610669324757	2.05	1136.82	553.43	matrix-remodelling associated 7
QVnorhYogff4jeY4no	HNRNPL	0.000291610669324757	-2.07	128	265.4	heterogeneous nuclear ribonucleoprotein L
WO038k7px8bDfF6Ef0	KPNA2	0.000292012190517643	-2.78	144.33	401.26	karyopherin alpha 2 (RAG cohort 1, importin alpha 1)
EES4SOJNEjWCKB1600	LYAR	0.000303467705509069	-2.12	318.9	676.03	Ly1 antibody reactive
0fgCjvrl87hGJSJeeo	NEMP1	0.000303467705509069	-2.66	73.41	195.49	nuclear envelope integral membrane protein 1
HDlHhX3lZGeFRxC0ns	ASNS	0.000303467705509069	3.08	1376.48	446.63	asparagine synthetase (glutamine-hydrolyzing)
QExBefq6oLT7fSAX64	NA	0.000315867628338053	-1.86	81.32	151.57	NA
E0iXuPHULSKSSCULn4	NSMCE4A	0.000317256980740204	-2.01	155.94	313	NSE4 homolog A, SMC5-SMC6 complex component
W393IZt_eoi7W_fVtY	SNX5	0.000331306182911113	-1.98	133.36	264.58	sorting nexin 5
NF3.BKJeJEK.Dignqk	TOPBP1	0.000336758525262926	-2.13	182.37	388.48	topoisomerase (DNA) II binding protein 1
ZYBoM9Q53_1qiOm_14	LSM3	0.000336758525262926	-1.9	871.8	1657.58	LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated
ZX.iuCJSqtKAzpc3lI	POLR3K	0.000338112160774021	-2.03	96.02	195.28	polymerase (RNA) III (DNA directed) polypeptide K, 12.3 kDa
uhJM0B9c6gAt66utJ4	CDC7	0.000349278166734442	-2.35	95.46	224.77	cell division cycle 7
iltFUAL1dTNX_S0vTU	RFC3	0.000349278166734442	-2.1	100.08	210.41	replication factor C (activator 1) 3, 38kDa
oS1fLl397_6TriAFTk	POLQ	0.000349278166734442	-2.42	118.8	287.77	polymerase (DNA directed), theta
o5zr6qy8qIhxOA_7lU	DEPTOR	0.000353871600009277	2.2	261.61	119.02	DEP domain containing MTOR-interacting protein
cqKk16e.RW6H4H5T6E	BCL2L12	0.00035670698464851	-2.23	166.28	370.14	BCL2-like 12 (proline rich)
ooufegc0lR_FFS.ugk	DUT	0.00035721675470238	-1.9	110.68	210.4	deoxyuridine triphosphatase
urhR0mXXqIH47649oI	HAUS8	0.00035721675470238	-1.9	71.72	136.27	HAUS augmin-like complex, subunit 8
ivVJKqIBX0RVKV9KB4	CD151	0.000360021553787299	1.89	666.2	352.62	CD151 molecule (Raph blood group)
H5SXVArcIogAefUuvU	BLM	0.000370930437538567	-1.88	54.42	102.05	Bloom syndrome, RecQ helicase-like
r6uFtXiEwmKyPSU10U	TMEM201	0.000373875078885951	-1.86	52.92	98.3	transmembrane protein 201
BIoRz4i4lHJ_P9.dd4	MASTL	0.000380947744375152	-2.15	66.37	142.79	microtubule associated serine/threonine kinase-like
0dW3111XpB542H_7d4	CBS	0.000382359802591304	2.86	489.88	171.03	cystathionine-beta-synthase
ZlekT1T_57rs17v1_0	CPA4	0.000387407350396053	2.51	636.76	253.3	carboxypeptidase A4
EpdXknpQ4cRLojBUkk	NCAPH2	0.000392108120435502	-1.95	120.7	235.44	non-SMC condensin II complex, subunit H2
rTTQfUO3oQdfXvirYk	KRT34	0.000398239239175558	3.47	815.5	235.24	keratin 34, type I
9l5aOODpOCeLpYiPhs	HNRNPM	0.000399030785470438	-2.04	962.39	1965.56	heterogeneous nuclear ribonucleoprotein M
o3aWaFalm7iZn_Rdc0	NA	0.000406392905407649	2.11	382.36	181.32	NA
xp70kiAVO13fTK9z.E	NA	0.000412538791021628	-2.22	563.47	1249.97	NA
WV4uwvFOukny.xzlEE	KIF18A	0.000417795752305018	-2.17	71.22	154.4	kinesin family member 18A
laDrQERISKKUxIVvQg	VRK1	0.000428198388570408	-2.13	84.23	179.61	vaccinia related kinase 1
B7JXoXl19XapTH3v1M	TCTA	0.000428463893354983	2.06	332.29	161.38	T-cell leukemia translocation altered
H9F5JQaXoNkCIRR3qQ	NA	0.00042962941583183	-2.44	141.65	345.58	NA
ZN6rJtT5e9dObmJbo4	SIVA1	0.000432011938901636	-2	502.51	1003.17	SIVA1, apoptosis-inducing factor
ZesPTAlKJDf5foHe5I	CCDC34	0.000432011938901636	-2.72	145.51	395.68	coiled-coil domain containing 34
cyu5cWTvlnnv3nqG3g	NOL12	0.000436110311038859	-1.8	253.22	454.64	nucleolar protein 12
NRM5R7ooro5Jbg5ClE	NA	0.000437295053753186	-2.34	553.63	1298.23	NA
uF4JJC4mp6Ku5KGF70	ISG15	0.000443726870134514	2.2	765.04	348.09	ISG15 ubiquitin-like modifier
6R3lXR9fypAwRJIFG4	TMEM150A	0.000445181762341533	1.89	245.29	130	transmembrane protein 150A
EUlcJSV53lwux1IIB0	PHYKPL	0.000451514893299995	1.89	177.82	94.17	5-phosphohydroxy-L-lysine phospho-lyase
upfoCCkpAnniwy0hXI	TIPIN	0.000451514893299995	-2.03	62.64	127.02	TIMELESS interacting protein
Kfd6E5m.iroqtewrn0	CLCC1	0.000459952131645548	-2	179.55	359.1	chloride channel CLIC-like 1
ZTFRXx9el33qceUe7k	RRAS	0.000464536002490813	2.42	1268.07	524.43	related RAS viral (r-ras) oncogene homolog
rrUXVUoObUUIXyTHvg	SNRPN	0.000476971716506825	1.98	658.49	333.38	small nuclear ribonucleoprotein polypeptide N
Ekn8z0M47l7AUKL.VY	RAD21	0.00047900993339176	-2.32	281.31	652.56	RAD21 cohesin complex component
Kol3dXHnnEQhXiHheQ	MGP	0.000484073906635799	1.89	251.76	132.94	matrix Gla protein
EnugQ0lTd.uF6JLSKk	C10orf90	0.000484073906635799	-1.98	89.38	177.25	chromosome 10 open reading frame 90
NC5L33UXKFlJImqo3U	PA2G4	0.00048687751983892	-1.97	626.87	1235.98	proliferation-associated 2G4, 38kDa
uUidyu.KSbuu3iKUyY	HNRNPAB	0.000486921941584359	-1.89	1898.49	3586.36	heterogeneous nuclear ribonucleoprotein A/B
igSegiL.Sgcugjxabs	HAT1	0.00050977829591078	-2.23	264.59	591.37	histone acetyltransferase 1
QHzs9FCVADI_6dUo9Q	DR1	0.000530601867051968	-1.96	134.43	263.95	down-regulator of transcription 1
Knl3qArhuSe.jdSAJ0	WDR34	0.000532192422832219	-2.13	115.22	244.98	WD repeat domain 34
WC0d9UClhMI0096OCQ	RFC2	0.000532822162160041	-2.04	118.86	242.36	replication factor C (activator 1) 2, 40kDa
cRElEvlA1bHX5Raf3I	PTPRM	0.000558096626681637	1.97	442.7	224.95	protein tyrosine phosphatase, receptor type, M
0HMVdH0F1dFPpJckfk	NA	0.00057869374854102	1.84	2258.33	1228.52	NA
Zt6SoeDheO0j8j316o	GLS	0.000585804636221528	2.37	518.78	218.85	glutaminase
Heq434Id4goI44Ka64	EXOSC9	0.000593479040007202	-2.19	175.42	384.4	exosome component 9
iJAa97w8mLR74957ro	NA	0.000596873269236209	1.9	1132.92	596.16	NA
6Sp1SJx7VCIyCugHlI	PSMG3-AS1	0.000606211114354141	1.82	140.11	77.05	PSMG3 antisense RNA 1 (head to head)
TTJPeeX3y_6ECarSek	NA	0.000607940607290653	-2.05	91.95	188.88	NA
uh7748vPPkCR7RaXSo	PFAS	0.000609992622540767	-2.27	148.87	337.6	phosphoribosylformylglycinamidine synthase
QfWJtJ0eV9RXSSOMM0	NPIPB5	0.000615370796748321	1.94	610.03	314.71	nuclear pore complex interacting protein family, member B5
ognEUXgHSS0XTfJeCg	SGOL1	0.000618256665664149	-1.85	90.07	166.45	shugoshin-like 1 (S. pombe)
Hnv7pKBV6e5AwOqeKU	CYB5R1	0.000640090152843294	2.03	1616.09	794.6	cytochrome b5 reductase 1
Kbi2l5Tv1O5T98Vfso	LOC81691	0.000643512659555746	-1.92	68.52	131.48	exonuclease NEF-sp
W2d62SfKBJIbkf4mgo	NA	0.00064549320076303	-2.31	333.45	769.78	NA
oMOnvSSIBU7Xd1MiXs	NA	0.000649984338032516	-2.02	1182.46	2386.83	NA
xUTjVHkjv.sEUniiAU	BRIX1	0.000663019361607996	-2.11	162.91	344.34	BRX1, biogenesis of ribosomes
u3o7h3vFf9UQjKKg1U	AUNIP	0.000663019361607996	-1.98	55.29	109.7	aurora kinase A and ninein interacting protein
cqMgq.kOUzz66Knv8E	ISOC1	0.000663511695314118	-2.17	131.57	285.08	isochorismatase domain containing 1
KnaLe75ePoCyCd67Oc	FBXL2	0.000684468704739172	1.85	234.51	126.42	F-box and leucine-rich repeat protein 2
B.we.lHnldFXlad6LE	NFE2L1	0.000690201233301086	1.89	706.17	373.14	nuclear factor, erythroid 2-like 1
cmGvS.l6I7ISJ2Es7E	PDSS1	0.00069956039223695	-1.88	94.64	178.2	prenyl (decaprenyl) diphosphate synthase, subunit 1
K65pzoh7egp_g6.Pnw	TFDP1	0.00070950170547068	-1.92	507.22	973.44	transcription factor Dp-1
ouEuCE4I4icJJ16_Xo	THOC1	0.000714989472035704	-1.86	152	283.26	THO complex 1
uX15cu4f_VUIuXoST0	NRG1	0.000727096386979961	-2.08	99.92	208.12	neuregulin 1
N3ldeF926hOnueihNA	UBXN6	0.000728499897026735	2.11	776.94	367.45	UBX domain protein 6
uSp6d678QnodKjXXpY	MAN1B1	0.000729235264844532	1.94	580.55	299.18	mannosidase, alpha, class 1B, member 1
0UJEk_SS9YICJj1VF0	EXO1	0.000730223876048973	-1.87	53.22	99.33	exonuclease 1
0el9GFEdBx5s6ahBTo	TSPO	0.000736091655473684	1.96	1289.81	657.96	translocator protein (18kDa)
ipuBoOoq_3JO1LOLro	HNRNPH1	0.000740559610248645	-1.83	349.72	640.92	heterogeneous nuclear ribonucleoprotein H1 (H)
cVXhnnj2p7pdRs.OSw	CHPF	0.000743693423118332	2.06	706.51	342.16	chondroitin polymerizing factor
TokAVe6GFY4l5zEE4E	ID2	0.00074940959074961	2.17	2307.15	1060.97	inhibitor of DNA binding 2, dominant negative helix-loop-helix protein
oqV1SBdJP19SVNQEeI	CYB5R3	0.00076519212640816	1.88	1268.71	676.12	cytochrome b5 reductase 3
ll_NSfykuIV6TRhCDU	KNSTRN	0.000772734312176104	-2.04	92.51	189.07	kinetochore-localized astrin/SPAG5 binding protein
cuUXXtx0__TiV7eUlQ	GRINA	0.000794176961516056	1.92	610.84	317.45	glutamate receptor, ionotropic, N-methyl D-aspartate-associated protein 1 (glutamate binding)
uor8nTo_mnU9yXf6sU	ACTL6A	0.000799232100103144	-1.73	458.63	795.42	actin-like 6A
HVJx_IjhioI0fiVKLw	TNFAIP8L1	0.000799232100103144	-1.95	52.68	102.47	tumor necrosis factor, alpha-induced protein 8-like 1
cSdGHlX0eTtVAdJOHU	CLIP3	0.000805467173911128	2.92	470.94	161.33	CAP-GLY domain containing linker protein 3
HUUX_KF27VAIf5c1SQ	SLC43A3	0.000807361382619808	-2.31	69.42	160.52	solute carrier family 43, member 3
6oVpDUb.DCV164945E	NAV1	0.000827645914491112	2.01	361.05	179.8	neuron navigator 1
95HSoLp7k6IcgOgin0	NA	0.000838154963817849	-2.16	104.77	226.5	NA
Eg5j0Rf7ktaN0fppCo	CAT	0.000838314167523184	1.95	698.82	358.71	catalase
H6ddfnVeeOu1xVgdQA	MFAP4	0.000841631863095131	2.56	492.04	192.35	microfibrillar-associated protein 4
BqXVILpAFUn0NKAUV0	GAS2L3	0.000859012608266094	-1.77	56.59	100.37	growth arrest-specific 2 like 3
37u7O6SoSBKjyo7iqs	FAM26E	0.000859960310630417	1.9	369.62	194.65	family with sequence similarity 26, member E
rFqOBc19S6dnV7J3l0	IGFBP4	0.000883331701344171	2.61	1086.79	416.42	insulin-like growth factor binding protein 4
WQrATJFCqepCOnVL3k	PARP2	0.000883331701344171	-1.9	62.36	118.65	poly (ADP-ribose) polymerase 2
03BC50iK6CFO3nAiAo	HMGB1P1	0.000890413051241177	-2.05	261.5	535.17	high mobility group box 1 pseudogene 1
xknVChEJ76jnH3SfRk	HIRIP3	0.000905235712072393	-2.01	121.58	244.38	HIRA interacting protein 3
35p0LR0invk.SpzvrU	SAE1	0.000905235712072393	-1.79	1239.99	2219.49	SUMO1 activating enzyme subunit 1
oOmVVJa6z9DQhLl5Ig	HAUS8	0.000906371002496092	-2.2	72.26	159.34	HAUS augmin-like complex, subunit 8
Ztap5fWYSCAChFjlAI	DIAPH3	0.000915788732929915	-1.79	81.05	144.72	diaphanous-related formin 3
ElnqpeCE9eihHVNIF4	NA	0.000916000743251281	1.8	386.53	214.15	NA
W.l.sF.jhTh1ujCHtM	NA	0.000916997639157294	-2.06	997.86	2058.54	NA
ZbnsZYTQjog6gtQqu4	HNRNPM	0.000919926373093563	-1.92	837.55	1608.93	heterogeneous nuclear ribonucleoprotein M
clf.Luzyjup6.n.cUU	CEP135	0.000953925476186605	-1.72	64.14	110.3	centrosomal protein 135kDa
lStL4pAAc6v.0rgXVU	EXOSC3	0.000955302901803062	-1.97	322.55	634.26	exosome component 3
r1FlZCvKkyL7dfVBGg	SCARA3	0.000963732179373184	-2.97	104.44	310.43	scavenger receptor class A, member 3
Q4pVmRe5fDfV1XueVg	PNPLA2	0.000965576689391981	1.95	323.12	165.66	patatin-like phospholipase domain containing 2
