	FDR	FC	NF1300	NF1347	NF1311	NF1341	WD1297	WD1349	WD1306	WD1340
METTL1	1.65239743975854e-07	13.3625683185447	1627.09083408658	4197.58498443087	646.790925252788	887.881595765773	15304.4474780297	18217.2420018721	17687.5885574956	24153.3675841126
KCNK12	2.85307784852868e-07	24.1948077697063	10.3718937631017	2.78077839313075	1.16749264486063	2.76426399678012	293.67934130399	59.2711730556401	108.458495722348	28.6986616098864
PI16	4.37233386601545e-07	-17.9573092701971	10366.7078162201	27631.2045033437	20231.4800427898	26331.2731277287	2732.542743336	1033.54108015773	1021.50195460946	618.169171076953
CCL18	7.84851982795888e-07	-5.99913162340295	1190.17480931592	3862.50118805862	642.120954673346	7325.85244426665	100.469248340839	1148.37897795303	79.6837927756028	1735.69505416593
CAMK2B	9.55989197860448e-07	32.7248734235925	12.9648672038771	13.9038919656538	4.66997057944251	18.2441423787488	2696.10884009152	181.517967482898	63.0830026140188	635.962341275082
BCL11B	1.05067929205965e-06	8.7468555703878	58.341902417447	115.402303314926	43.1972278598433	131.026113447377	347.778167333672	2593.11382118426	285.533590779243	901.137974550432
FBLN2	1.10336286751571e-06	-4.72252676905817	56914.4705383002	68533.6738879039	82611.7795503379	82435.3280591773	14067.9028830656	10023.0023269298	16610.7506356809	22743.1153526027
CNTNAP2	1.11998122673468e-06	36.4711870568705	3.88946016116314	91.7656869733149	14.0099117383275	3.86996959549216	251.725149689134	598.88581108303	712.727257604002	330.608581745891
GDF10	1.32360433895052e-06	-11.275039247111	317.63924649499	346.206909944779	3112.53539119844	2671.3847264883	26.4973841778036	90.1415756887861	272.252958649976	89.5398242228455
SLC4A3	2.2292614779978e-06	6.43562611707206	340.976007461968	531.128673087974	340.907852299304	391.419781944064	5427.54752575344	2036.2117576823	1460.86953421938	2674.14128880921
AVIL	2.64223235222891e-06	5.70343758033204	1888.9811516049	5372.46385552861	583.746322430315	612.560901686473	6289.81656920613	19790.3977200572	4192.25287547199	7499.5342518955
CLDN2	3.65486947576752e-06	-9.93806483284437	247.628963594053	239.146941809245	483.3419549723	196.815596570744	29.8095572000291	16.0526093692359	30.9881416349566	36.7342868606546
KLHDC8A	4.03498249446609e-06	31.8059109376288	2.59297344077542	1.39038919656538	8.1724485140244	6.08138079291625	408.501339407806	20.9918737905392	85.2173894961307	250.826302470407
SFRP4	5.23310864410085e-06	-7.28607999231839	18831.4696136315	6875.47457701579	11239.4516920733	13192.7263510328	2201.49100210585	2985.78534267787	976.126461501134	1168.60950075457
HELLS	5.23310864410085e-06	5.18775624192496	143.910025963036	337.864574765387	166.95144821507	127.156143851885	677.891411882142	1182.95382890215	993.833971006824	938.446234643284
ECM1	5.42875091580531e-06	-5.24960433131555	3203.61868607804	3124.2045246824	6366.33739242501	8710.19585385414	988.131618297259	932.286159521007	1010.43476116841	771.420024073746
KIF1A	5.42875091580531e-06	33.0166729504647	3.88946016116314	6.95194598282688	5.83746322430314	3.86996959549216	439.41495428191	35.8096670544493	205.84979800364	201.464604501402
LRRN2	9.6868764078129e-06	4.60156486806055	370.795202030886	475.513105225358	242.838470131011	207.872652557865	1758.76387480172	2288.11424316877	664.031606463356	1479.70299260574
MYBL2	2.22880354239946e-05	5.72987011658439	84.2716368252013	243.318109398941	120.251742420645	80.7165087059794	702.180680711796	793.986755724513	709.407099571686	544.700597355643
KCNG1	3.84965551427869e-05	28.2230895790964	2.59297344077542	8.34233517939226	0	1.65855839806807	9.93651906667636	253.137301591797	17.7075095056895	125.700137851302
CYP27B1	4.03481462422415e-05	20.2874040326606	277.44815816297	233.585385022983	73.5520366262196	51.4153103401101	1534.64016696446	2051.02955094622	2817.70745009284	5217.99065390954
GPX3	4.54275947557231e-05	-4.99010115038191	116567.121030059	142370.292171508	93991.3303597947	118489.070516381	20619.3811210275	26221.3199965941	37971.5406962629	14788.9943008067
TMEM37	4.92200242592191e-05	-3.77023173966525	5764.17995884377	5067.9686214808	17403.8128569374	17261.1701014937	1694.72852970536	1610.20020134489	6597.15401021345	2369.93547574442
METTL21B	5.05109418722701e-05	12.0808036684318	582.122537454082	5817.38839842954	600.091219458363	695.488821589877	15711.8447597635	12776.6422418064	9541.02746553433	12000.6323387901
ANGPTL5	6.25727816805232e-05	-5.09958632446355	234.664096390176	1142.89991957674	416.794874215244	348.85011639365	40.8501339407806	174.109070850943	90.7509862166587	88.39187775845
FANCA	6.31987793448247e-05	4.68428781410623	103.718937631017	191.873709126022	205.478705495471	81.2693615053354	616.064182133934	849.553480464176	710.513818915792	433.349790309284
NEFM	7.75266497882338e-05	32.7441461276462	18.150814085428	52.8347894694843	3.50247793458189	7.1870863916283	2000.55250542417	258.0765660131	66.4031606463356	634.240421578489
PDGFRL	7.7578782767928e-05	-4.15463848861591	6036.44217012518	7787.56988996267	4535.70892528354	9473.13271696545	2441.07151738016	1258.27761132703	1647.90510337323	1338.5055774851
FAM180B	7.82903799000405e-05	-6.61846809168767	626.203085947265	679.900317120469	461.159594719948	1404.2461103643	130.278805540868	164.230542008336	77.4703540873916	82.6521454364728
DOK7	7.82903799000405e-05	10.5770453251956	7.77892032232627	13.9038919656538	5.83746322430314	11.0570559871205	146.839670651995	223.501715063976	19.9209481939007	113.64669997515
C5orf38	8.13279598021874e-05	-19.3606399530499	51.8594688155085	26.4173947347422	658.465851701394	830.937757432103	3.31217302222545	7.40889663195502	22.1343868821119	14.3493308049432
IGF2	8.61642280622198e-05	6.03970467448324	7491.1002704002	16521.9948227864	8027.67942606168	20450.0250481793	98284.318203844	40153.7501129856	56641.8960313243	118467.501152379
CXCR7	8.61642280622198e-05	-3.12840046837958	24070.5724507183	14266.7835459573	19234.4413240789	21680.1225267464	10327.355483299	3932.88929546279	6424.50579253297	5735.71450935189
TNXB	8.61642280622198e-05	-3.65387195028788	50525.3839802295	72240.4514859473	47477.2558959023	33176.1436365556	13138.2863214943	19453.2929233032	9413.75474096218	13432.1215798912
FMOD	9.64304985495882e-05	-3.1956537743856	18859.99232148	15644.6592397536	43901.2259246942	31516.4795328888	7981.23292588926	4550.29734812571	12005.6914448575	8995.88246823498
AADACL2	0.000101679941940582	-7.1267034383161	233.367609669788	265.564336543987	28.0198234766551	79.0579503079113	24.2892688296533	39.5141153704268	6.64031606463356	9.18357171516364
SPP1	0.000107392610752888	7.36422644618575	222.995715906686	429.630261738701	1163.99016692605	7671.38544386418	6064.5888036948	2091.77848242197	9079.52549904229	24505.2131754498
RAI2	0.000112318456303338	-3.38136715823159	2533.33505163759	4509.03216446151	2194.88617233798	4141.42031997597	680.099527230293	933.520975626333	581.027655655437	2167.89689801082
ID1	0.000112318456303338	-4.55288821984624	2927.46701463545	2826.66123661741	3813.03097811482	21773.5546498376	650.289970030263	1306.43543943473	870.988123811102	2148.95578134829
ABCB5	0.000112318456303338	-6.83758382316236	114.090831394119	140.429308853103	133.094161514112	400.818279533117	23.1852111555782	11.1133449479325	24.3478255703231	57.3973232197727
SMOC2	0.000119365428848568	-4.81412722124681	3355.3076323634	3834.69340412731	6233.2432309109	6345.64443100843	735.30241093405	2018.92433220774	709.407099571686	935.576368482296
CXCL14	0.00012119449611344	-45.1465070281244	16923.0411612208	23624.1028388423	32026.6582338168	43649.3870675561	102.677363688989	4735.51976392458	1632.41103255575	219.257774699532
LAMB3	0.00012119449611344	-4.86707580944514	3101.19623516741	1259.69261208823	8885.78652003424	3025.21051807616	672.371123511767	222.266898958651	849.960456273096	1490.0345107853
ST6GALNAC5	0.000121426134178943	17.8308709489924	1.29648672038771	11.123113572523	1.16749264486063	7.73993919098432	174.441112503874	79.0282307408535	15.4940708174783	122.830271690314
GNAO1	0.000129943589291452	7.20659488313755	189.287061176606	852.308577494576	214.818646654356	261.499374095399	2708.25347450634	1796.65743324909	1412.17388307874	3258.4460391865
TSFM	0.000130843928041854	10.4547168073805	1269.26049925957	5073.53017826706	1675.351945375	1478.88123827736	22460.9493213849	10399.6212390542	18503.2407141014	35078.9480589963
ACHE	0.00014317988818391	7.3605841189456	51.8594688155085	52.8347894694843	234.666021616986	86.2450366995395	568.589702148702	786.577859092558	1601.42289092079	224.997507021509
MARCH9	0.00014582666778182	8.75686043136921	698.806342288977	5765.94399815662	670.140778150001	1543.01216300266	4510.07559859699	13218.7064075131	11847.4305786504	31512.8523673518
ATRNL1	0.000147238966195926	10.0202295550084	7.77892032232627	16.6846703587845	23.3498528972126	23.219817572953	121.446344148267	102.489736742044	107.351776378243	544.700597355643
CDCA7	0.000183455563186436	4.50869971655448	90.7540704271398	177.969817160368	106.241830682317	112.781971068629	436.102781259684	895.241676361232	582.134374999543	354.141484265998
APOD	0.000183455563186436	-6.74476482355952	27962.6255853222	32782.5964766185	40420.9303503647	64802.6408765162	5705.77005962038	6810.01082087199	10055.6519605434	2564.51240145945
FRMPD3	0.0001866998693236	23.7630999761224	11.6683804834894	122.354249297753	7.00495586916377	14.3741727832566	630.416931896911	354.392222228515	275.573116682293	546.422517052237
ACSM5	0.000192943562097033	-6.88675096035692	3439.5792691886	4972.03176691779	3654.25197841377	4823.6406743813	155.672132044596	505.039787078268	1064.66400902958	1490.6084840175
AVPI1	0.000198129104905405	-2.77561738937519	3075.26650075965	1508.57227827343	3371.7187583575	4125.38758879464	1020.14929084544	413.663395284155	1471.93672766044	1739.13889355912
CDK4	0.000198129104905405	13.2858660560741	2569.63667980844	28487.684248428	2536.96151728215	4099.95636002426	49133.8786693664	56127.3312514806	52856.9158744831	110825.621538898
SERTM1	0.000208289237938927	5.78684189428292	134.834618920322	68.1290706317034	73.5520366262196	276.426399678011	1062.10348246029	793.986755724513	202.529639971324	1231.17258306413
FBN2	0.00022053354695105	5.41874394557084	128.352185318383	80.6425734007918	29.1873161215157	45.3339295471939	928.512503897201	297.590681383527	121.739127851615	343.235992854241
SERPINA5	0.000222618221049525	-73.1906102611476	158.171379887301	300.324066458122	1119.62544642134	2559.15560821903	1.10405767407515	61.7408052662919	17.7075095056895	4.01781262538409
CCT2	0.000246134812212226	9.20623317331227	13080.2545219916	19238.8153128751	7581.69723572492	7061.58880617448	97355.8056999468	43919.9392342294	130909.404336874	153253.148889722
TBX5	0.000248939503114851	-20.14383311155	177.618680693117	436.582207721528	1199.01494627187	191.287068577184	0	61.7408052662919	117.312250475193	7.46165201857046
AXL	0.000323221195638203	-3.37591488439551	11103.1122734004	7667.99641905805	5891.16788596673	10583.2611380723	2353.85096112822	3152.48551689686	2788.9327471461	1975.61586522458
SALL1	0.00033179093951508	86.2371238325608	0	6.95194598282688	0	24.878375971021	596.191144000581	134.594955480516	212.490114068274	473.527916563125
ALOX15B	0.000353166311668966	6.14301962375717	2.59297344077542	16.6846703587845	93.3994115888503	27.0897871684451	26.4973841778036	75.3237824248761	613.122516634499	160.712505015364
EFEMP1	0.000381230373126771	-3.20082052546921	32263.0720368482	27781.3665365728	47913.8981450802	50368.2071381298	6752.41673464362	10960.2277508721	16484.5846304528	16819.13762309
IRX2	0.000383311545206437	-26.009014015634	251.518423755216	68.1290706317034	855.772108682841	1311.91969287184	3.31217302222545	28.4007704224942	26.5612642585343	25.2548222167
PERP	0.000383311545206437	-9.12139732806714	2455.54584841433	1361.1910234375	3194.25987633868	3841.774102725	56.3069413778327	180.283151377572	365.217383554846	1363.1864264696
FAM228A	0.000383311545206437	-9.56459858408284	49.266495374733	108.450357332099	191.468793757143	452.233589873227	17.6649227852024	7.40889663195502	9.96047409695034	42.4740191826318
TBX15	0.000383311545206437	-4.38693556015066	4658.27678635305	5458.66798571567	4482.00426361995	1751.43766835988	1008.00465643061	479.108648866425	1453.12249881065	731.241897819905
CAB39L	0.000427273834719768	-3.36690326712986	4252.47644287169	2829.44201501054	5996.24222400419	4924.25988386409	1049.95884804547	1328.6621293306	2450.27662784979	802.988551844621
NT5E	0.000460648351119625	-2.61867207528156	5327.26393407311	10881.1858523206	3991.65735277849	4085.58218724101	1614.13231949787	3550.09630281178	1888.06320104414	1857.37737939185
KIAA0101	0.000478206751024852	6.22164797452088	24.6332476873665	82.0329625973572	73.5520366262196	32.0654623626493	322.384840829944	297.590681383527	326.48220651115	242.790677219639
FCGBP	0.000583857982388508	4.87404845036387	111.497857953343	365.672358696694	695.825616336934	615.878018482609	1401.04918840137	914.998734046446	2169.16991444696	3722.79038403446
CBR3	0.00066875471728509	-2.97439114003187	1109.79263265188	944.074264467891	729.682903037893	2308.1604373114	388.628301274453	266.720278750381	260.079045864815	833.4091331511
CRABP1	0.000801558444923501	12.7869139856188	14.2613539242648	8.34233517939226	1.16749264486063	28.7483455665132	393.044531970754	213.62318622137	12.1739127851615	105.037101492184
CPXM2	0.000824004158443317	-3.03084406876421	4011.32991287958	3113.08141110988	6609.17586255602	6457.32069647834	1425.33845723102	1821.35375535561	1507.35174667182	1630.65795267374
TSTD1	0.000824004158443317	-7.70143765444294	692.323908687038	1512.74344586313	1321.60167398223	1884.67519300468	52.9947683556072	902.650572993187	135.019759980882	138.327548959652
ZNF793	0.000824004158443317	3.1098158432443	300.784919129949	504.711278353231	266.188323028223	301.304775649032	966.050464815757	1559.57274102653	683.952554657257	1103.17655228403
MDM2	0.000843718685615906	10.0269410874178	5970.32134738541	34139.6163324663	6010.25213574252	3626.71436377551	68715.4455767633	57677.0254636645	137431.301431689	60980.064135151
PHKG1	0.000843718685615906	-4.01835289322415	875.128536261706	468.561159242532	853.43712339312	749.668395926767	198.730381333527	142.003852112471	315.415013070094	112.498753510755
FRAS1	0.000843718685615906	5.18557399565981	102.422450910629	268.345114937118	99.2368748131534	295.776247655472	1012.42088712691	539.614638027391	472.569159933089	2185.11609497675
DACT2	0.000846609185044703	-9.41728120205616	582.122537454082	636.798252026943	267.355815673084	515.811661799169	94.948959970463	16.0526093692359	23.2411062262175	148.659067139211
IGF2BP2	0.000883383358300767	4.45395655189741	1021.63153566552	2319.16917987105	1141.80780667369	945.378286898799	6789.95469556218	3362.40425480225	6888.22119771322	5832.71598559331
ZNF385B	0.000896735145077387	-7.89890143241157	117.980291555282	329.522239585994	151.774043831882	179.124306991351	8.83246139260121	18.5222415798875	48.6956511406461	30.4205813064796
SHCBP1	0.000909983839498925	4.71531298612297	77.7892032232627	253.050833774898	88.7294410094078	118.310499062189	458.183934741188	569.250224555211	502.45058222394	767.402211448362
CDKN2A	0.000923997268483957	50.177275082985	49.266495374733	3050.51389726444	103.906845392596	107.806295874424	7428.10003117761	4758.98126992578	8848.22115612422	7990.28136542457
PTN	0.000937856627570096	8.6683132154078	243.73950343289	1263.86377967793	194.971271691725	362.118583578195	4000.00095317427	1915.19977936037	1883.63632366772	6416.44676273839
TMEM200B	0.00120239127023218	-2.75388072609297	1677.6538161817	1224.9328821741	1952.04770220697	2540.35861304092	443.83118497821	430.950820758717	870.988123811102	1057.83266694041
STXBP6	0.0012221868001725	-4.36021310491196	1038.48586303056	1283.32922842984	921.151696795036	463.843498659703	138.007209259394	264.250646539729	187.035569153845	234.181078736673
CCRL1	0.00122631803468731	-4.24432964683903	503.036847510433	1270.81572566075	1410.33111499164	540.690037770191	72.8678064889599	402.550050336223	619.762832699133	80.9302257398796
ALDH2	0.00123564614990234	-6.08685987316003	70923.0095520894	69340.099621912	114821.734129398	100075.755181029	18424.5144649661	2774.63178866715	26954.1496256917	24978.1671187807
SDC1	0.0012502881756448	8.78025224680287	25.9297344077542	433.801429328397	50.202183729007	291.90627805998	1046.64667502324	1334.83620985723	610.909077946288	1401.06865979465
ANO3	0.0012502881756448	-3.62718446695326	582.122537454082	180.750595553499	949.171520271691	540.137184970834	155.672132044596	58.0363569503143	230.197623573963	150.954960068002
FHL1	0.00129929962724275	-3.0510415580582	273014.173579245	115044.973291409	284731.608706545	259856.848428512	81493.8090965091	33594.4069614947	113255.017359702	86525.8907805752
FAM151A	0.00138729038689727	15.7937150874223	1.29648672038771	1.39038919656538	4.66997057944251	10.5042031877644	199.834439007602	20.9918737905392	19.9209481939007	131.43987017328
PLOD2	0.00144934257106071	-3.19754472442042	10436.7180991211	6725.31254378673	17801.9278488349	6456.21499087964	4917.47288033072	1737.38626019345	2936.12641991214	3042.05813064795
PLAG1	0.00144934257106071	8.6489468548199	138.724079081485	1060.86695697938	91.064426299129	105.042031877644	1604.19580043119	1571.92090207979	1353.51775784114	1719.04983043219
FGFR4	0.00144934257106071	5.62122650572625	36.3016281708559	70.9098490248342	61.8771101776133	42.5696655504138	412.917570104107	188.926864114853	392.885367157486	224.423533789311
FGFBP2	0.00154893812481652	-6.93586633508286	720.846616535568	228.023828236722	431.972278598432	681.11464880662	54.0988260296824	45.688195897056	29.881422290851	280.672910544689
CENPM	0.00160299204411942	5.93069051192787	15.5578406446525	86.2041301870534	42.0297352149826	18.7969951781048	223.01965016318	313.643290752763	164.901182271733	127.422057547896
CLIC6	0.00160299204411942	-6.73769236970622	811.600686962708	2887.83836126628	1626.31725429086	2036.70971282759	41.9541916148557	349.452957807212	225.770746197541	1207.63968054402
C17orf58	0.0016727504998521	-2.65531157755892	6451.31792064926	4040.47100521898	2206.56109878659	4114.88338560688	1789.67748967582	1155.78787458498	1228.45847195721	1875.74452282217
CCBP2	0.00174821826524088	-4.46213202944124	583.419024174471	622.894360061289	538.21410928075	217.271150146917	76.1799795111854	114.837897795303	147.193672766044	82.078172204275
IGFBP6	0.00185345272788469	-5.35932534026155	18296.0205981114	13463.1385903425	10731.5923915589	31619.310153569	1448.5236683866	7513.85600090772	2840.94855631906	3403.66126693253
KIAA1211	0.00207130747396233	11.0246041091297	45.3770352135699	69.5194598282688	3.50247793458189	10.5042031877644	311.344264089193	261.781014329077	48.6956511406461	563.641714018169
AQP5	0.00207130747396233	26.382464496459	9.07540704271399	9.73272437595764	10.5074338037457	16.5855839806807	982.611329926884	20.9918737905392	161.581024239417	1320.13843405477
TOX2	0.00208569627827204	3.02819131429017	303.377892570725	415.726369773048	410.957410990941	285.824897267064	1328.18138191241	1122.44783974119	1137.70748574055	739.277523070673
PHLDA3	0.00218045594281437	-2.76508730298313	12264.7643748678	11823.869727592	15162.226978805	16353.3858049511	4861.16593895288	2648.68054592392	5258.02360384568	9052.13184499036
LTBP4	0.00233924385348844	-2.86454734803371	43442.6770267515	45631.1830420791	23802.8400434185	50086.2522104582	14926.859753496	11186.1990981468	8519.52551092486	24661.9078678398
TSHR	0.00256445734126463	6.23527680268755	68.7137961805487	105.669578938969	30.3548087663763	23.219817572953	186.5857469187	629.756213716177	168.22134030405	407.520994860386
ABI3BP	0.00256696708206643	-2.89384668424189	9031.3264942208	9602.02779148048	6762.11739903277	8090.44786577604	1854.81689244625	5993.79737525161	2404.90113474146	2540.97949893934
IL11RA	0.00256696708206643	2.94186947457984	1921.39331961459	6986.70571274101	2933.90901653476	4371.40708450808	7855.37035104469	11591.2187806936	13265.1380584497	10623.0965815155
FFAR2	0.00267728110629788	-9.94596045097967	4655.68381291228	910.704923750322	465.829565299391	1290.91128649631	90.5327292741624	64.2104374769435	74.1501960550748	551.588276142016
COL4A5	0.00270017613351289	4.87684864325716	976.254500451947	720.221603820865	354.917764037631	821.53925984305	6798.78715695478	917.468366257097	2908.4584363095	5487.75807304247
HSD3B7	0.00272541536876457	-2.29136290852085	3728.69580783506	2722.38204687501	4002.16478658224	5797.21445404725	1902.29137243148	1170.60566784889	1912.41102661446	2006.03644653106
EVL	0.00284895730444675	3.18811866332131	4312.11483200953	6174.71842194684	5106.61282862039	7542.57074161422	11125.5891816553	26157.1095591172	8990.98795151385	40291.1989805839
HSD17B2	0.00291850977966024	40.3726190951144	1.29648672038771	1.39038919656538	29.1873161215157	0	1463.98047582365	11.1133449479325	432.727263545287	5.73973232197728
LMCD1	0.00294502429773421	-2.43352581275193	8922.42160970824	6976.97298836506	7581.69723572492	14056.2824236269	3699.69726582583	2819.08516845889	4369.32797052888	4153.27030818276
EMID1	0.00294502429773421	3.53517503721195	141.317052522261	396.260921021132	190.301301112282	263.710785292823	876.621793215669	1563.27718934251	426.086947480654	760.514532661989
PLEKHG4B	0.00294502429773421	9.06807168164122	2.59297344077542	16.6846703587845	1.16749264486063	10.5042031877644	9.93651906667636	87.6719434781344	14.3873514733727	245.660543380628
TSPAN31	0.00303869767186838	9.89181435420162	3828.52528530492	20346.9555025377	3639.07457403058	4616.87372742215	37454.0525353254	28984.8384403134	71332.488604982	113165.136433336
DOCK10	0.0030724443917235	2.55589400945214	1301.67266726926	1561.40706774292	677.145734019164	1108.46986270883	2198.17882908362	5764.121579661	1924.58493939963	2666.10566355844
RPRM	0.00338052115005101	12.212487584763	10.3718937631017	176.579427963803	8.1724485140244	100.06635668344	656.914316074714	1118.74339142521	202.529639971324	292.152375188643
GEN1	0.00340807098852274	2.68476710626595	456.363325576475	784.179506862872	555.726498953659	374.834197963383	963.842349467607	1852.22415798876	1966.64027447564	1102.60257905183
SPINK5	0.00342379364572742	7.23933545512042	33.7086547300805	12.5135027690884	19.8473749626307	46.4396351459059	813.690505793385	32.1052187384718	156.047427518889	249.104382773814
HSD11B1	0.00342379364572742	-3.80786755932475	811.600686962708	873.164415443057	5664.67431286377	4195.59989431286	343.361936637372	423.541924126762	608.695639258076	886.214670513292
EXTL1	0.00349378305350605	9.52460634073469	3.88946016116314	33.369340717569	8.1724485140244	17.6912895793927	131.382863214943	104.959368952696	38.7351770436958	345.531885783032
CD55	0.00352896585720153	-3.90215263670324	38357.8561093909	11939.2720309069	11212.5993612415	16560.1527519103	3330.94200268473	4746.63310887252	4290.75089709739	4980.36573577968
CDHR1	0.00361721895759414	13.7290062626214	1.29648672038771	15.2942811622191	28.0198234766551	12.7156143851885	75.0759218371102	121.011978321932	79.6837927756028	548.14443674883
RNFT2	0.00361721895759414	4.63443011798859	79.0856899436504	72.3002382213996	73.5520366262196	106.147737476356	622.688528178385	155.586829271055	430.513824857076	480.415595349498
NRXN2	0.00361721895759414	3.84448287169605	526.373608477411	640.969419616639	136.596639448694	310.703273238085	1677.06360692015	1115.03894310923	697.233186786524	2382.56288685277
GSN	0.00391750192198882	-3.52030714034682	440153.352111467	344019.827738582	255669.214298029	646675.236523536	62901.4778650835	102604.57463984	116727.902661505	212751.214139339
HPCAL4	0.0040994870537291	11.6391483339299	7.77892032232627	8.34233517939226	16.3448970280488	39.8054015536336	38.6420185926303	488.987177709031	344.18971601684	140.049468656245
CCND2	0.00410326525564626	2.49398150025681	5032.9614485451	4080.79229191938	4832.25205707815	5212.84904512794	19804.58655756	9784.68281860193	9321.89703540142	11148.2820889765
LGALS3	0.00433150607923345	-2.4868626828427	25732.6684262553	19628.1242879134	32638.4243797238	37175.480787097	9128.34884925335	8909.19819992591	11394.7823669112	17289.2217002599
CNGA1	0.00433436566452859	-4.51920848751952	777.892032232627	328.131850389429	129.59168357953	250.442318108278	83.9083832297114	70.3845180035727	40.948615731907	80.9302257398796
LEP	0.00435973337505762	-11.0398362620635	30693.0266184587	9140.41857822079	98014.5100139843	51962.6346114726	850.124409037866	242.023956643864	28599.8412903768	16205.5602378706
CLEC3B	0.00451952804529042	-3.29670187953586	17755.3856357097	24035.6580410257	19862.5523670139	37272.7828797837	8619.3782615047	4016.85679062495	9752.41086025849	7892.13194271875
EPYC	0.00451952804529042	44.0476693534716	0	26.4173947347422	0	8.84564478969637	341.153821289222	121.011978321932	40.948615731907	241.642730755243
MARCKSL1	0.00454147817436657	2.50596218039761	2547.59640556185	1586.43407328109	2710.91792136638	3044.00751325426	7721.7793724816	5934.52620219598	4858.49792062356	5924.55170274495
NTNG1	0.0046811569708305	10.1795343998131	50.5629820951208	636.798252026943	49.0346910841464	86.2450366995395	1479.4372832607	875.484618676019	771.383382841599	1036.0216841169
RMI2	0.00494142020111407	4.09013318901315	46.6735219339576	109.840746528665	42.0297352149826	106.147737476356	208.666900400204	409.958946968178	273.359677994082	282.96880347348
KEL	0.00494142020111407	6.10662960239326	10.3718937631017	22.246227145046	10.5074338037457	21.0084063755289	41.9541916148557	346.98332559656	29.881422290851	148.085093907014
FRS2	0.00517283890440861	7.44669410121488	3031.18595226647	7595.69618083665	2654.87827441307	1806.72294829548	34973.2349416786	13370.5887884682	13324.9009030314	53351.385906011
HMGCLL1	0.00517283890440861	-6.65885228210614	152.98543300575	244.708498595506	102.739352747735	126.603291052529	9.93651906667636	38.2792992651009	9.96047409695034	58.5452696841682
CENPK	0.00524107040966114	3.94893766941729	40.1910883320191	166.846703587845	126.089205644948	53.6267215375342	235.164284578007	451.942694549257	402.845841254436	264.601660043152
E2F2	0.00528977451341328	4.97322871378866	12.9648672038771	95.936854563011	30.3548087663763	40.9111071523457	158.984305066822	284.007704224942	125.059285883932	192.281032786239
LTBP1	0.00528977451341328	-2.33802003248508	4703.65382156662	5055.45511871171	2351.33018674931	4098.85065442555	1910.01977615001	1816.41449093431	1519.52565945698	1463.05776887201
GINS2	0.00536840482506887	4.96196517941459	29.8191945689174	111.23113572523	45.5322131495645	54.1795743368902	239.580515274308	224.736531169302	313.201574381883	292.726348420841
SQSTM1	0.00537942221595823	-2.5026930802896	33247.1054576225	22321.3081616605	25474.6895108589	38172.8272371353	10905.8817045143	8378.2272746358	9993.67567727351	20163.6796471062
ZFC3H1	0.00543393315847482	2.31685313857504	4852.7497944112	7891.84907970508	2536.96151728215	2514.37453147119	12082.8071850784	22942.8832369541	4129.16987285797	6128.31220017513
MAB21L1	0.00543393315847482	-8.08531185509842	363.016281708559	1156.80381154239	255.680889224478	478.770524242316	33.1217302222545	255.606933802448	5.53359672052797	171.044023194923
REN	0.00543393315847482	78.5359955257919	0	0	4.66997057944251	2.21141119742409	167.816766459423	1299.02654280278	57.5494058934909	29.2726348420841
DAPK2	0.00547111400898811	-3.7751722854278	9373.59898840316	5104.1187405915	5615.63962177962	5287.48417304101	1963.01454450562	508.744235394244	2843.16199500727	2358.45601110046
CDT1	0.00548787175254961	4.54242587900463	37.5981148912436	132.086973673711	36.1922719906795	44.2282239484818	295.88745665214	300.060313594178	173.754937024578	223.849560557114
IGFBPL1	0.0055234443626429	7.80974479983711	3.88946016116314	1.39038919656538	14.0099117383275	12.1627615858325	90.5327292741624	2.46963221065167	63.0830026140188	114.220673207348
ITGB1BP1	0.00552566546988774	-2.41437500634852	15513.7600961594	9888.44796597295	23361.5278236612	20445.6022257844	6544.85389191749	3348.82127764367	13480.9483305503	7310.12308527026
PPP1R36	0.00552566546988774	-4.14504601361702	116.683804834894	69.5194598282688	483.3419549723	595.975317705792	34.2257878963297	20.9918737905392	65.2964413022301	170.470049962725
VIT	0.00557743127522725	-3.53860984449311	6661.34876935207	6112.1509081014	3009.7960384507	3474.6798439526	888.766427630496	2584.47010844698	1816.12644367728	650.311672080025
P2RY14	0.00608517313730481	-2.85365201541622	1781.37275381272	1815.84829071438	1828.29348185175	1327.95242405317	407.397281733731	1117.50857531988	678.418957936729	385.136038804675
OSGIN2	0.00634762003123563	-2.45069718216377	2484.06855626286	2284.40944995691	6088.47414294818	3502.32248392041	764.007910460004	942.164688363614	1972.17387119617	2374.527261602
RORC	0.00680372541371983	-4.17356958924574	263.186804238706	460.218824063139	116.749264486063	181.888570988132	47.4744799852315	118.54234611128	50.9090898288573	29.8466080742818
CYP4Z1	0.00689781210302544	-6.41642990262176	146.502999403811	68.1290706317034	50.202183729007	123.286174256393	12.1446344148267	17.2874254745617	19.9209481939007	8.60959848296591
TSPAN8	0.00722324373245862	2.94360276354677	821.97258072581	515.834391925755	388.775050738589	324.524593221985	1312.72457447535	1628.72244292478	1792.88533745106	1039.46552351009
MT1E	0.00726511425805005	-2.67524127402968	15491.7198219128	8001.68982623374	21679.170922417	6872.51314879472	3357.43938686253	2733.8828571914	13627.0352839722	2875.60589331062
FAM111B	0.00754888782732753	7.39116171817489	12.9648672038771	127.915806084015	37.3597646355401	10.5042031877644	213.083131096504	292.651416962223	170.434778992261	198.020765108216
